customer_id,age,gender,city,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,support_calls,complaints,login_frequency,subscription_type,satisfaction_score,inactive_days,churn,tenure_years,calculated_monthly_charge,support_complaint_ratio,churn_encoded
C349,48,Male,Delhi,50,39.98,1868.31,Monthly,Debit Card,No Internet,0,2,22,Basic,3,44,Yes,4.166666666666667,37.3662,2.0,1
C350,24,Male,Coimbatore,15,78.04,1197.69,Monthly,Debit Card,DSL,3,0,24,Premium,7,22,No,1.25,79.846,0.0,0
C351,34,Male,Coimbatore,46,53.0,2514.86,Monthly,Credit Card,No Internet,8,2,12,Basic,8,17,Yes,3.8333333333333335,54.670869565217394,0.25,1
C352,56,Male,Bengaluru,34,53.09,1736.71,Monthly,Debit Card,DSL,8,3,25,Basic,3,56,Yes,2.8333333333333335,51.07970588235294,0.375,1
C353,41,Male,Delhi,47,116.88,5773.78,Monthly,Credit Card,No Internet,7,4,6,Premium,10,18,Yes,3.9166666666666665,122.8463829787234,0.5714285714285714,1
C354,59,Female,Bengaluru,7,31.33,231.07,Monthly,Credit Card,Fiber,3,0,17,Basic,4,6,Yes,0.5833333333333334,33.01,0.0,1
C355,59,Female,Coimbatore,34,81.08,2557.83,Yearly,Credit Card,No Internet,1,0,8,Premium,8,59,Yes,2.8333333333333335,75.23029411764706,0.0,1
C356,23,Female,Chennai,24,114.13,2702.29,Yearly,Debit Card,No Internet,4,4,3,Basic,2,53,Yes,2.0,112.59541666666667,1.0,1
C357,31,Male,Bengaluru,47,61.61,2753.49,Monthly,Credit Card,No Internet,2,4,25,Premium,9,26,Yes,3.9166666666666665,58.58489361702127,2.0,1
C358,67,Female,Coimbatore,45,108.87,4637.97,Yearly,Credit Card,No Internet,8,2,23,Standard,3,34,Yes,3.75,103.066,0.25,1
C359,46,Female,Delhi,36,55.84,1968.98,2-Year,Bank Transfer,No Internet,3,4,19,Standard,4,24,No,3.0,54.69388888888889,1.3333333333333333,0
C360,65,Female,Delhi,29,62.72,1884.74,Monthly,Debit Card,No Internet,8,1,30,Basic,5,0,No,2.4166666666666665,64.99103448275862,0.125,0
C361,32,Male,Delhi,2,114.62,241.06,Yearly,Credit Card,Fiber,7,2,6,Basic,3,16,Yes,0.16666666666666666,120.53,0.2857142857142857,1
C362,55,Male,Mumbai,17,33.73,564.22,Yearly,Credit Card,No Internet,5,3,7,Basic,8,52,Yes,1.4166666666666667,33.18941176470588,0.6,1
C363,62,Male,Pune,3,79.75,223.11,Yearly,UPI,DSL,6,3,29,Standard,2,55,Yes,0.25,74.37,0.5,1
C364,65,Male,Kochi,4,28.91,116.38,Monthly,Credit Card,DSL,3,1,3,Premium,7,28,Yes,0.3333333333333333,29.095,0.3333333333333333,1
C365,54,Male,Mumbai,28,62.46,1645.96,Monthly,UPI,DSL,0,4,14,Premium,5,5,Yes,2.3333333333333335,58.784285714285716,4.0,1
C366,45,Male,Hyderabad,31,71.35,2265.73,Yearly,Credit Card,No Internet,8,1,9,Premium,2,17,Yes,2.5833333333333335,73.08806451612904,0.125,1
C367,38,Male,Bengaluru,43,59.7,2439.97,Monthly,Debit Card,No Internet,0,2,7,Premium,6,39,Yes,3.5833333333333335,56.74348837209302,2.0,1
C368,69,Female,Hyderabad,29,102.73,2836.02,Monthly,Debit Card,Fiber,1,0,25,Premium,1,15,Yes,2.4166666666666665,97.79379310344828,0.0,1
C369,27,Female,Chennai,22,35.57,776.29,Yearly,UPI,DSL,8,1,8,Basic,9,33,Yes,1.8333333333333333,35.28590909090909,0.125,1
C370,53,Female,Hyderabad,45,26.75,1219.74,Yearly,UPI,DSL,0,2,8,Basic,10,17,No,3.75,27.105333333333334,2.0,0
C371,59,Male,Bengaluru,25,87.98,2344.8,Yearly,Debit Card,Fiber,4,5,14,Basic,4,24,Yes,2.0833333333333335,93.792,1.25,1
C372,63,Male,Delhi,32,75.5,2294.78,2-Year,Bank Transfer,No Internet,0,0,9,Premium,9,19,No,2.6666666666666665,71.711875,0.0,0
C373,43,Male,Chennai,23,58.76,1308.74,Yearly,Debit Card,Fiber,4,3,30,Premium,1,60,Yes,1.9166666666666667,56.901739130434784,0.75,1
C374,35,Male,Hyderabad,22,87.41,1796.19,2-Year,Bank Transfer,No Internet,3,3,9,Premium,10,9,No,1.8333333333333333,81.645,1.0,0
C375,37,Female,Coimbatore,35,86.98,3083.77,Monthly,Credit Card,Fiber,8,1,15,Standard,3,41,Yes,2.9166666666666665,88.10771428571428,0.125,1
C376,28,Female,Bengaluru,36,93.35,3190.76,Monthly,Credit Card,No Internet,5,3,15,Basic,5,28,Yes,3.0,88.63222222222223,0.6,1
C377,70,Female,Hyderabad,50,37.5,1732.86,Monthly,Debit Card,No Internet,3,4,9,Premium,4,43,Yes,4.166666666666667,34.657199999999996,1.3333333333333333,1
C378,23,Female,Hyderabad,33,69.53,2349.4,Yearly,Credit Card,DSL,7,1,7,Standard,4,14,No,2.75,71.1939393939394,0.14285714285714285,0
C379,66,Male,Pune,27,88.78,2283.09,Monthly,Credit Card,Fiber,7,4,17,Basic,6,55,Yes,2.25,84.55888888888889,0.5714285714285714,1
C380,33,Female,Kochi,50,94.86,4652.22,Monthly,Debit Card,DSL,8,4,22,Premium,1,33,Yes,4.166666666666667,93.04440000000001,0.5,1
C381,47,Male,Mumbai,34,118.46,3730.72,Monthly,Bank Transfer,No Internet,0,1,11,Premium,8,25,Yes,2.8333333333333335,109.7270588235294,1.0,1
C382,67,Female,Coimbatore,11,83.25,850.48,Monthly,Credit Card,DSL,7,0,25,Premium,9,7,Yes,0.9166666666666666,77.31636363636363,0.0,1
C383,55,Male,Kochi,27,27.37,733.51,Monthly,Credit Card,DSL,4,2,24,Basic,3,45,Yes,2.25,27.167037037037037,0.5,1
C384,23,Male,Coimbatore,41,74.76,3008.31,Monthly,Credit Card,DSL,6,0,26,Premium,3,58,Yes,3.4166666666666665,73.37341463414634,0.0,1
C385,60,Male,Hyderabad,56,98.07,5097.65,Monthly,Debit Card,DSL,7,2,22,Premium,3,7,Yes,4.666666666666667,91.02946428571428,0.2857142857142857,1
C386,30,Male,Pune,1,106.26,107.0,Monthly,UPI,No Internet,3,1,20,Standard,8,29,Yes,0.08333333333333333,107.0,0.3333333333333333,1
C387,23,Male,Mumbai,57,83.88,4825.18,Monthly,Credit Card,Fiber,2,0,22,Basic,6,2,No,4.75,84.65228070175439,0.0,0
C388,20,Female,Delhi,59,35.34,2249.77,Monthly,Credit Card,No Internet,8,1,16,Standard,10,23,Yes,4.916666666666667,38.131694915254236,0.125,1
C389,23,Female,Delhi,24,102.93,2572.47,2-Year,UPI,DSL,2,0,24,Standard,5,21,No,2.0,107.18624999999999,0.0,0
C390,51,Male,Mumbai,40,79.28,3414.42,Monthly,UPI,DSL,4,3,21,Premium,6,16,Yes,3.3333333333333335,85.3605,0.75,1
C391,57,Female,Hyderabad,40,74.37,3037.56,Yearly,Bank Transfer,Fiber,3,5,11,Premium,4,0,No,3.3333333333333335,75.939,1.6666666666666667,0
C392,47,Male,Mumbai,52,64.39,3104.79,Yearly,Debit Card,No Internet,3,0,22,Premium,4,44,No,4.333333333333333,59.707499999999996,0.0,0
C393,68,Male,Pune,20,55.77,1027.26,Monthly,Debit Card,DSL,0,1,8,Standard,6,53,No,1.6666666666666667,51.363,1.0,0
C394,61,Female,Coimbatore,52,37.9,1862.13,Monthly,Bank Transfer,No Internet,7,3,25,Standard,1,53,Yes,4.333333333333333,35.81019230769231,0.42857142857142855,1
C395,54,Female,Chennai,14,56.51,843.82,Yearly,Debit Card,Fiber,4,0,12,Basic,7,40,No,1.1666666666666667,60.27285714285715,0.0,0
C396,28,Female,Hyderabad,39,99.32,3754.66,Monthly,Debit Card,No Internet,4,3,4,Basic,8,56,Yes,3.25,96.27333333333333,0.75,1
C397,46,Female,Mumbai,34,35.66,1267.72,Monthly,Credit Card,Fiber,8,0,27,Standard,8,57,Yes,2.8333333333333335,37.28588235294118,0.0,1
C398,30,Female,Coimbatore,47,54.48,2489.82,2-Year,UPI,No Internet,2,1,25,Premium,1,29,No,3.9166666666666665,52.97489361702128,0.5,0
C399,51,Male,Chennai,20,90.27,1832.64,2-Year,UPI,DSL,0,0,18,Standard,5,1,No,1.6666666666666667,91.632,0.0,0
C400,37,Male,Delhi,13,51.28,647.35,Monthly,Bank Transfer,No Internet,4,1,7,Basic,5,7,No,1.0833333333333333,49.79615384615385,0.25,0
C401,57,Male,Mumbai,35,55.26,1823.18,Monthly,Debit Card,No Internet,2,0,11,Basic,10,57,No,2.9166666666666665,52.090857142857146,0.0,0
C402,46,Male,Hyderabad,2,89.17,167.1,Monthly,UPI,Fiber,6,1,24,Standard,10,57,Yes,0.16666666666666666,83.55,0.16666666666666666,1
C403,62,Female,Delhi,20,43.82,912.63,Monthly,UPI,DSL,2,0,28,Premium,8,6,No,1.6666666666666667,45.6315,0.0,0
C404,61,Female,Coimbatore,15,38.65,616.46,2-Year,Debit Card,DSL,2,5,23,Standard,6,50,No,1.25,41.09733333333334,2.5,0
C405,38,Female,Coimbatore,2,35.72,71.2,Monthly,Credit Card,DSL,2,4,5,Standard,7,52,Yes,0.16666666666666666,35.6,2.0,1
C406,24,Female,Bengaluru,51,68.79,3559.11,Monthly,Credit Card,No Internet,8,1,17,Basic,7,4,No,4.25,69.7864705882353,0.125,0
C407,70,Female,Kochi,37,76.73,2719.16,Yearly,UPI,No Internet,7,0,20,Premium,10,29,No,3.0833333333333335,73.49081081081081,0.0,0
C408,24,Female,Hyderabad,20,31.61,592.62,2-Year,Bank Transfer,DSL,0,0,8,Standard,3,56,No,1.6666666666666667,29.631,0.0,0
C409,66,Male,Hyderabad,43,75.47,3188.09,Monthly,Bank Transfer,Fiber,5,2,20,Basic,5,58,Yes,3.5833333333333335,74.14162790697675,0.4,1
C410,45,Female,Bengaluru,38,118.71,4441.83,Monthly,Credit Card,DSL,5,4,3,Basic,1,45,Yes,3.1666666666666665,116.89026315789474,0.8,1
C411,40,Male,Pune,56,66.01,3749.89,Monthly,Debit Card,No Internet,6,3,15,Standard,9,13,Yes,4.666666666666667,66.96232142857143,0.5,1
C412,48,Male,Mumbai,36,112.83,4282.82,Monthly,Credit Card,DSL,2,1,2,Premium,2,41,Yes,3.0,118.96722222222222,0.5,1
C413,64,Female,Kochi,9,86.01,763.67,Monthly,Bank Transfer,No Internet,6,4,7,Premium,8,32,Yes,0.75,84.85222222222222,0.6666666666666666,1
C414,70,Female,Kochi,23,65.35,1384.59,Monthly,Bank Transfer,No Internet,8,2,15,Basic,9,36,Yes,1.9166666666666667,60.1995652173913,0.25,1
C415,20,Female,Delhi,8,116.37,868.41,Yearly,Debit Card,DSL,1,4,30,Premium,10,5,No,0.6666666666666666,108.55125,4.0,0
C416,58,Male,Pune,40,57.64,2408.35,Monthly,Bank Transfer,DSL,7,4,25,Premium,6,26,Yes,3.3333333333333335,60.208749999999995,0.5714285714285714,1
C417,69,Female,Pune,11,112.67,1288.83,Monthly,Debit Card,Fiber,7,4,7,Premium,10,3,Yes,0.9166666666666666,117.16636363636363,0.5714285714285714,1
C418,36,Male,Pune,32,73.03,2468.37,Monthly,Debit Card,DSL,4,2,29,Basic,5,0,No,2.6666666666666665,77.1365625,0.5,0
C419,56,Male,Hyderabad,43,101.74,4207.7,Monthly,Credit Card,DSL,8,0,12,Basic,2,9,Yes,3.5833333333333335,97.85348837209303,0.0,1
C420,70,Male,Coimbatore,49,98.18,4609.11,2-Year,Bank Transfer,No Internet,2,1,20,Premium,6,3,No,4.083333333333333,94.06346938775509,0.5,0
C421,66,Male,Chennai,11,70.24,769.71,Monthly,Credit Card,DSL,6,3,10,Premium,3,33,Yes,0.9166666666666666,69.97363636363637,0.5,1
C422,18,Female,Coimbatore,25,116.37,2994.38,Yearly,UPI,Fiber,5,3,21,Premium,5,21,Yes,2.0833333333333335,119.7752,0.6,1
C423,69,Male,Pune,42,68.81,2971.08,Yearly,Credit Card,No Internet,3,4,12,Premium,3,20,No,3.5,70.74,1.3333333333333333,0
C424,61,Male,Bengaluru,1,74.9,77.12,Monthly,Debit Card,Fiber,4,2,8,Premium,1,1,Yes,0.08333333333333333,77.12,0.5,1
C425,21,Male,Bengaluru,46,33.21,1553.25,2-Year,Bank Transfer,No Internet,2,0,24,Premium,3,16,No,3.8333333333333335,33.766304347826086,0.0,0
C426,60,Male,Coimbatore,60,98.09,6066.41,2-Year,Debit Card,DSL,1,2,26,Basic,1,24,No,5.0,101.10683333333333,2.0,0
C427,21,Female,Pune,12,71.71,919.53,Monthly,Bank Transfer,Fiber,7,0,6,Premium,9,49,Yes,1.0,76.6275,0.0,1
C428,57,Male,Coimbatore,46,28.31,1212.75,Monthly,Debit Card,DSL,7,1,22,Basic,1,59,Yes,3.8333333333333335,26.36413043478261,0.14285714285714285,1
C429,42,Female,Hyderabad,45,62.18,2575.91,Monthly,Bank Transfer,DSL,6,5,26,Standard,2,34,Yes,3.75,57.242444444444445,0.8333333333333334,1
C430,42,Female,Bengaluru,37,119.2,4292.86,Monthly,Debit Card,DSL,1,2,19,Basic,6,5,Yes,3.0833333333333335,116.02324324324323,2.0,1
C431,66,Female,Mumbai,12,116.91,1439.0,Yearly,Debit Card,No Internet,1,5,24,Standard,6,31,No,1.0,119.91666666666667,5.0,0
C432,58,Female,Mumbai,9,27.41,266.28,Monthly,Credit Card,DSL,1,4,22,Standard,5,31,Yes,0.75,29.586666666666662,4.0,1
C433,69,Female,Chennai,3,57.08,177.3,Monthly,Bank Transfer,Fiber,8,3,23,Basic,9,9,Yes,0.25,59.1,0.375,1
C434,32,Male,Chennai,48,87.11,4162.03,Monthly,UPI,Fiber,2,0,7,Premium,1,57,Yes,4.0,86.70895833333333,0.0,1
C435,68,Male,Coimbatore,40,81.15,3411.05,Monthly,UPI,Fiber,3,0,27,Standard,4,27,Yes,3.3333333333333335,85.27625,0.0,1
C436,65,Female,Delhi,8,79.72,600.75,2-Year,Credit Card,Fiber,2,2,4,Premium,2,17,No,0.6666666666666666,75.09375,1.0,0
C437,44,Male,Delhi,36,48.15,1756.14,Monthly,Credit Card,Fiber,6,1,2,Premium,8,5,No,3.0,48.781666666666666,0.16666666666666666,0
C438,29,Male,Pune,27,100.26,2696.63,Yearly,Credit Card,Fiber,4,4,16,Basic,7,15,Yes,2.25,99.87518518518519,1.0,1
C439,57,Male,Hyderabad,46,115.28,5410.8,Monthly,Debit Card,DSL,0,4,9,Standard,4,7,Yes,3.8333333333333335,117.62608695652175,4.0,1
C440,24,Female,Mumbai,30,87.64,2535.15,Yearly,Credit Card,Fiber,7,3,7,Basic,3,42,Yes,2.5,84.50500000000001,0.42857142857142855,1
C441,21,Female,Pune,14,56.76,833.44,Monthly,Bank Transfer,Fiber,0,4,7,Basic,3,50,Yes,1.1666666666666667,59.53142857142858,4.0,1
C442,50,Male,Bengaluru,58,67.26,3950.87,Monthly,Bank Transfer,Fiber,5,1,26,Premium,2,20,Yes,4.833333333333333,68.11844827586206,0.2,1
C443,33,Female,Mumbai,25,31.99,810.64,2-Year,UPI,DSL,3,4,16,Basic,3,24,No,2.0833333333333335,32.4256,1.3333333333333333,0
C444,47,Male,Delhi,18,37.09,688.15,Monthly,UPI,DSL,1,3,16,Basic,7,10,Yes,1.5,38.230555555555554,3.0,1
C445,32,Female,Hyderabad,51,115.51,6273.29,Yearly,Credit Card,Fiber,8,3,29,Standard,4,37,Yes,4.25,123.0056862745098,0.375,1
C446,47,Female,Chennai,47,107.9,4866.69,Monthly,Bank Transfer,No Internet,2,4,30,Basic,1,26,Yes,3.9166666666666665,103.54659574468084,2.0,1
C447,20,Female,Chennai,28,70.53,2069.01,Monthly,UPI,DSL,3,0,19,Standard,1,44,Yes,2.3333333333333335,73.8932142857143,0.0,1
C448,31,Male,Delhi,19,119.9,2101.66,Monthly,Debit Card,Fiber,7,4,25,Premium,10,1,Yes,1.5833333333333333,110.6136842105263,0.5714285714285714,1
C449,47,Male,Kochi,12,60.19,718.15,Yearly,UPI,No Internet,6,5,12,Basic,9,2,No,1.0,59.84583333333333,0.8333333333333334,0
C450,66,Female,Mumbai,51,83.94,4168.4,Yearly,UPI,No Internet,5,0,5,Premium,7,23,No,4.25,81.73333333333332,0.0,0
C451,20,Female,Delhi,12,91.96,1114.25,Yearly,Credit Card,Fiber,3,4,5,Standard,8,47,Yes,1.0,92.85416666666667,1.3333333333333333,1
C452,55,Male,Mumbai,21,50.4,1088.92,Monthly,Debit Card,Fiber,5,2,16,Basic,8,32,Yes,1.75,51.85333333333334,0.4,1
C453,25,Female,Pune,29,100.99,3137.41,Yearly,UPI,Fiber,1,0,14,Standard,3,18,Yes,2.4166666666666665,108.18655172413793,0.0,1
C454,22,Male,Hyderabad,18,39.06,663.76,Monthly,Credit Card,No Internet,0,2,15,Premium,9,59,No,1.5,36.87555555555556,2.0,0
C455,40,Female,Coimbatore,48,52.69,2352.26,Yearly,Credit Card,No Internet,5,3,20,Premium,6,41,Yes,4.0,49.00541666666667,0.6,1
C456,38,Female,Coimbatore,30,37.54,1178.34,Monthly,Credit Card,DSL,7,2,11,Basic,1,9,Yes,2.5,39.278,0.2857142857142857,1
C457,47,Male,Hyderabad,46,42.32,1845.6,Monthly,Credit Card,Fiber,1,0,12,Basic,10,8,No,3.8333333333333335,40.12173913043478,0.0,0
C458,41,Male,Mumbai,36,88.23,3419.21,Yearly,Credit Card,DSL,8,1,19,Standard,5,7,No,3.0,94.97805555555556,0.125,0
C459,43,Female,Hyderabad,30,39.83,1284.79,2-Year,Debit Card,No Internet,4,3,30,Premium,5,60,No,2.5,42.82633333333333,0.75,0
C460,54,Male,Coimbatore,22,94.51,2212.35,Yearly,Credit Card,No Internet,1,2,2,Premium,7,39,No,1.8333333333333333,100.56136363636364,2.0,0
C461,46,Female,Bengaluru,21,85.92,1828.41,Monthly,Credit Card,DSL,0,0,19,Basic,8,43,Yes,1.75,87.06714285714285,0.0,1
C462,23,Female,Mumbai,32,82.48,2826.61,Monthly,Debit Card,DSL,6,2,14,Basic,6,0,Yes,2.6666666666666665,88.3315625,0.3333333333333333,1
C463,40,Female,Coimbatore,56,45.49,2705.51,Yearly,Bank Transfer,DSL,2,5,30,Standard,7,46,No,4.666666666666667,48.31267857142858,2.5,0
C464,26,Male,Hyderabad,14,118.9,1671.34,Monthly,Debit Card,Fiber,6,0,2,Premium,7,40,Yes,1.1666666666666667,119.38142857142857,0.0,1
C465,44,Male,Coimbatore,46,111.91,4900.15,Yearly,Bank Transfer,DSL,7,0,28,Premium,5,53,No,3.8333333333333335,106.52499999999999,0.0,0
C466,49,Female,Mumbai,2,39.63,76.73,Yearly,Bank Transfer,Fiber,4,3,7,Premium,8,58,Yes,0.16666666666666666,38.365,0.75,1
C467,33,Male,Bengaluru,49,119.46,5447.75,Monthly,Debit Card,No Internet,6,2,22,Standard,8,44,Yes,4.083333333333333,111.17857142857143,0.3333333333333333,1
C468,41,Male,Pune,11,38.88,425.01,Yearly,Credit Card,DSL,0,2,13,Basic,7,40,Yes,0.9166666666666666,38.63727272727272,2.0,1
C469,40,Male,Pune,19,113.95,2169.85,Monthly,Credit Card,Fiber,2,4,12,Premium,6,52,Yes,1.5833333333333333,114.20263157894736,2.0,1
C470,69,Female,Pune,44,59.44,2629.76,Yearly,Debit Card,Fiber,2,4,11,Basic,6,49,No,3.6666666666666665,59.76727272727273,2.0,0
C471,39,Male,Bengaluru,14,46.01,612.03,Monthly,UPI,DSL,1,0,28,Standard,3,59,Yes,1.1666666666666667,43.71642857142857,0.0,1
C472,40,Female,Delhi,9,109.52,1001.08,Yearly,Debit Card,Fiber,4,0,25,Premium,2,14,No,0.75,111.23111111111112,0.0,0
C473,62,Male,Mumbai,20,37.37,697.01,Monthly,UPI,Fiber,7,3,3,Basic,4,6,Yes,1.6666666666666667,34.8505,0.42857142857142855,1
C474,60,Male,Coimbatore,8,29.11,225.49,2-Year,UPI,Fiber,3,4,30,Basic,4,11,Yes,0.6666666666666666,28.18625,1.3333333333333333,1
C475,19,Male,Hyderabad,55,51.35,2860.29,Yearly,Debit Card,Fiber,3,4,20,Premium,2,6,Yes,4.583333333333333,52.005272727272725,1.3333333333333333,1
C476,66,Male,Mumbai,46,51.78,2534.95,Monthly,UPI,No Internet,3,4,29,Basic,8,23,Yes,3.8333333333333335,55.10760869565217,1.3333333333333333,1
C477,29,Female,Bengaluru,12,118.22,1401.41,Yearly,Credit Card,DSL,5,0,16,Basic,2,33,Yes,1.0,116.78416666666668,0.0,1
C478,66,Female,Pune,36,32.81,1179.97,Yearly,Bank Transfer,DSL,4,5,28,Standard,8,14,No,3.0,32.776944444444446,1.25,0
C479,36,Female,Mumbai,55,104.9,5747.05,Monthly,Debit Card,Fiber,7,5,5,Basic,7,28,Yes,4.583333333333333,104.49181818181819,0.7142857142857143,1
C480,61,Male,Bengaluru,10,91.03,979.86,Monthly,Credit Card,Fiber,3,2,8,Standard,10,54,Yes,0.8333333333333334,97.986,0.6666666666666666,1
C481,25,Male,Kochi,47,97.66,4785.35,Monthly,Debit Card,No Internet,5,3,23,Standard,10,60,Yes,3.9166666666666665,101.81595744680853,0.6,1
C482,49,Female,Hyderabad,50,36.61,1827.38,Monthly,Credit Card,No Internet,0,0,25,Basic,1,53,No,4.166666666666667,36.5476,0.0,0
C483,61,Male,Hyderabad,25,56.06,1357.27,Yearly,UPI,Fiber,8,3,27,Premium,8,12,No,2.0833333333333335,54.2908,0.375,0
C484,49,Female,Pune,35,106.67,3761.3,Monthly,UPI,DSL,6,3,12,Basic,7,28,Yes,2.9166666666666665,107.46571428571428,0.5,1
C485,20,Male,Pune,57,71.69,3847.35,Yearly,Bank Transfer,DSL,7,5,19,Basic,9,36,No,4.75,67.49736842105263,0.7142857142857143,0
C486,53,Male,Chennai,26,81.15,2068.65,Monthly,Debit Card,DSL,0,0,20,Standard,1,8,Yes,2.1666666666666665,79.56346153846154,0.0,1
C487,40,Male,Delhi,25,57.79,1411.78,Monthly,Debit Card,Fiber,3,1,9,Premium,5,37,No,2.0833333333333335,56.471199999999996,0.3333333333333333,0
C488,62,Male,Pune,8,26.87,208.98,Monthly,Bank Transfer,No Internet,8,3,10,Standard,1,44,Yes,0.6666666666666666,26.1225,0.375,1
C489,19,Female,Kochi,37,79.39,3082.34,Monthly,UPI,No Internet,3,2,17,Premium,9,51,Yes,3.0833333333333335,83.30648648648649,0.6666666666666666,1
C490,39,Male,Pune,24,44.17,1083.05,2-Year,UPI,No Internet,4,2,3,Basic,5,36,No,2.0,45.12708333333333,0.5,0
C491,32,Male,Bengaluru,38,31.39,1250.3,Monthly,Bank Transfer,DSL,5,0,22,Basic,5,32,Yes,3.1666666666666665,32.902631578947364,0.0,1
C492,45,Female,Mumbai,27,84.37,2260.94,Monthly,Credit Card,Fiber,8,1,20,Premium,8,13,Yes,2.25,83.73851851851852,0.125,1
C493,70,Female,Pune,60,101.85,6455.93,Yearly,Bank Transfer,No Internet,0,4,8,Premium,6,29,No,5.0,107.59883333333333,4.0,0
C494,27,Female,Kochi,27,103.87,2609.04,Monthly,Credit Card,DSL,4,5,7,Standard,5,43,Yes,2.25,96.63111111111111,1.25,1
C495,43,Male,Bengaluru,10,48.33,508.6,Monthly,Bank Transfer,DSL,6,3,22,Premium,1,12,Yes,0.8333333333333334,50.86,0.5,1
C496,26,Male,Pune,51,87.57,4234.54,Yearly,UPI,No Internet,0,0,29,Standard,2,20,No,4.25,83.03019607843137,0.0,0
C497,22,Female,Delhi,43,33.58,1546.32,Yearly,Credit Card,Fiber,8,0,18,Basic,10,60,No,3.5833333333333335,35.96093023255814,0.0,0
C498,51,Female,Coimbatore,57,81.98,4877.11,Monthly,Debit Card,DSL,6,5,25,Premium,4,59,Yes,4.75,85.56333333333333,0.8333333333333334,1
C499,27,Male,Hyderabad,14,66.75,897.76,2-Year,UPI,DSL,5,5,5,Premium,6,34,No,1.1666666666666667,64.12571428571428,1.0,0
C500,61,Male,Pune,57,38.77,2201.13,Yearly,Debit Card,DSL,0,5,23,Basic,1,44,Yes,4.75,38.61631578947369,5.0,1
